-5.,-4.985669217169357
-4.999,-4.985688165161685
-4.998,-4.985707157012354
-4.997,-4.985726192824535
-4.996,-4.98574527270183
-4.995,-4.985764396748285
-4.994,-4.985783565068316
-4.993,-4.985802777766021
-4.992,-4.985822034945334
-4.991,-4.985841336710359
-4.99,-4.985860683165365
-4.989,-4.9858800744148
-4.988,-4.985899510563288
-4.987,-4.985918991715633
-4.986,-4.9859385179768205
-4.985,-4.985958089452024
-4.984,-4.985977706246604
-4.983,-4.985997368466117
-4.982,-4.98601707621631
-4.981,-4.98603682960313
-4.98,-4.986056628732725
-4.979,-4.986076473711447
-4.978,-4.986096364645856
-4.977,-4.986116301642719
-4.976,-4.986136284809018
-4.975,-4.986156314251953
-4.974,-4.986176390078939
-4.973,-4.986196512397615
-4.972,-4.986216681315845
-4.971,-4.986236896941721
-4.97,-4.986257159383565
-4.969,-4.986277468749934
-4.968,-4.986297825149623
-4.967,-4.986318228691664
-4.966,-4.986338679485335
-4.965,-4.986359177640157
-4.964,-4.9863797232659035
-4.963,-4.986400316472598
-4.962,-4.986420957370519
-4.961,-4.986441646070205
-4.96,-4.9864623826824515
-4.959,-4.986483167318323
-4.958,-4.986504000089148
-4.957,-4.986524881106527
-4.956,-4.9865458104823315
-4.955,-4.9865667883287115
-4.954,-4.986587814758096
-4.953,-4.986608889883193
-4.952,-4.986630013817001
-4.951,-4.986651186672803
-4.95,-4.986672408564175
-4.949,-4.986693679604987
-4.948,-4.986714999909408
-4.947,-4.986736369591903
-4.946,-4.986757788767246
-4.945,-4.986779257550514
-4.944,-4.986800776057096
-4.943,-4.9868223444026905
-4.942,-4.986843962703316
-4.941,-4.986865631075306
-4.94,-4.986887349635317
-4.939,-4.986909118500333
-4.938,-4.986930937787661
-4.937,-4.9869528076149425
-4.936,-4.9869747281001535
-4.935,-4.986996699361604
-4.934,-4.987018721517947
-4.933,-4.987040794688176
-4.932,-4.987062918991635
-4.931,-4.987085094548013
-4.93,-4.987107321477355
-4.929,-4.987129599899888
-4.928,-4.987151929935238
-4.927,-4.9871743117030265
-4.926,-4.9871967453232156
-4.925,-4.9872192309161
-4.924,-4.987241768602312
-4.923,-4.987264358502812
-4.922,-4.987287000738898
-4.921,-4.987309695432198
-4.92,-4.987332442704668
-4.919,-4.9873552426785945
-4.918,-4.987378095476593
-4.917,-4.987401001221606
-4.916,-4.9874239600369
-4.915,-4.987446972046069
-4.914,-4.987470037373028
-4.913,-4.98749315614202
-4.912,-4.987516328477604
-4.911,-4.9875395545046635
-4.91,-4.987562834348401
-4.909,-4.987586168134337
-4.908,-4.9876095559883105
-4.907,-4.987632998036478
-4.906,-4.987656494405309
-4.905,-4.987680045221591
-4.904,-4.987703650612423
-4.903,-4.987727310705217
-4.902,-4.987751025627695
-4.901,-4.987774795507893
-4.9,-4.987798620474154
-4.899,-4.987822500655128
-4.898,-4.987846436179777
-4.897,-4.987870427177365
-4.896,-4.987894473777462
-4.895,-4.987918576109945
-4.894,-4.987942734304992
-4.893,-4.987966948493083
-4.892,-4.987991218805001
-4.891,-4.988015545371827
-4.89,-4.988039928324942
-4.889,-4.988064367796027
-4.888,-4.988088863917056
-4.887,-4.988113416820304
-4.886,-4.988138026638336
-4.885,-4.988162693504016
-4.884,-4.988187417550497
-4.883,-4.988212198911226
-4.882,-4.98823703771994
-4.881,-4.988261934110667
-4.88,-4.988286888217723
-4.879,-4.988311900175711
-4.878,-4.988336970119524
-4.877,-4.9883620981843375
-4.876,-4.988387284505613
-4.875,-4.988412529219097
-4.874,-4.988437832460817
-4.873,-4.988463194367084
-4.872,-4.988488615074486
-4.871,-4.988514094719895
-4.87,-4.988539633440461
-4.869,-4.98856523137361
-4.868,-4.988590888657046
-4.867,-4.988616605428747
-4.866,-4.988642381826967
-4.865,-4.988668217990234
-4.864,-4.98869411405743
-4.8629999999999995,-4.98872007016803
-4.862,-4.988746086461924
-4.861,-4.98877216307934
-4.86,-4.988798300160857
-4.859,-4.988824497847397
-4.858,-4.988850756280229
-4.857,-4.988877075600967
-4.856,-4.988903455951574
-4.855,-4.988929897474359
-4.854,-4.988956400311977
-4.853,-4.988982964607434
-4.852,-4.9890095905040805
-4.851,-4.989036278145617
-4.85,-4.989063027676094
-4.849,-4.989089839239909
-4.848,-4.989116712981809
-4.847,-4.989143649046893
-4.846,-4.989170647580607
-4.845,-4.98919770872875
-4.844,-4.98922483263747
-4.843,-4.989252019453268
-4.842,-4.989279269322995
-4.841,-4.989306582393853
-4.84,-4.989333958813399
-4.839,-4.989361398729539
-4.838,-4.9893889022905356
-4.837,-4.989416469645001
-4.836,-4.989444100941904
-4.835,-4.989471796330566
-4.834,-4.989499555960662
-4.833,-4.989527379982222
-4.832,-4.989555268545633
-4.831,-4.989583221801634
-4.83,-4.989611239901322
-4.829,-4.989639322996149
-4.828,-4.989667471237925
-4.827,-4.989695684778815
-4.826,-4.989723963771342
-4.825,-4.989752308368388
-4.824,-4.989780718723188
-4.823,-4.989809194989342
-4.822,-4.989837737320803
-4.821,-4.989866345871888
-4.82,-4.989895020797268
-4.819,-4.989923762251977
-4.818,-4.989952570391411
-4.817,-4.989981445371321
-4.816,-4.990010387347826
-4.815,-4.9900393964774
-4.814,-4.990068472916881
-4.813,-4.990097616823469
-4.812,-4.99012682835473
-4.811,-4.990156107668585
-4.81,-4.990185454923326
-4.809,-4.990214870277605
-4.808,-4.9902443538904375
-4.807,-4.990273905921204
-4.806,-4.990303526529652
-4.805,-4.990333215875891
-4.804,-4.990362974120398
-4.803,-4.990392801424015
-4.802,-4.990422697947952
-4.801,-4.990452663853783
-4.8,-4.990482699303453
-4.799,-4.990512804459321
-4.798,-4.990542979484249
-4.797,-4.990573224541496
-4.796,-4.99060353979471
-4.795,-4.990633925407925
-4.794,-4.990664381545562
-4.793,-4.99069490837243
-4.792,-4.990725506053728
-4.791,-4.990756174755046
-4.79,-4.990786914642365
-4.789,-4.990817725882058
-4.788,-4.990848608640893
-4.787,-4.990879563086031
-4.786,-4.990910589385028
-4.785,-4.990941687705839
-4.784,-4.990972858216814
-4.783,-4.991004101086703
-4.782,-4.991035416484655
-4.781,-4.9910668045802185
-4.78,-4.991098265543346
-4.779,-4.99112979954439
-4.778,-4.991161406754109
-4.777,-4.991193087343663
-4.776,-4.9912248414846205
-4.775,-4.991256669348956
-4.774,-4.991288571109051
-4.773,-4.991320546937695
-4.772,-4.991352597008089
-4.771,-4.991384721493845
-4.77,-4.991416920568984
-4.769,-4.991449194407942
-4.768,-4.991481543185571
-4.767,-4.991513967077132
-4.766,-4.991546466258306
-4.765,-4.991579040905192
-4.764,-4.991611691194304
-4.763,-4.991644417302577
-4.762,-4.991677219407367
-4.761,-4.991710097686449
-4.76,-4.99174305231802
-4.759,-4.991776083480703
-4.758,-4.991809191353543
-4.757,-4.991842376116012
-4.756,-4.991875637948008
-4.755,-4.991908977029855
-4.754,-4.991942393542308
-4.753,-4.991975887666551
-4.752,-4.992009459584199
-4.751,-4.992043109477296
-4.75,-4.992076837528325
-4.749,-4.992110643920196
-4.748,-4.992144528836259
-4.747,-4.992178492460298
-4.746,-4.992212534976535
-4.745,-4.992246656569631
-4.744,-4.992280857424685
-4.743,-4.992315137727237
-4.742,-4.992349497663269
-4.741,-4.992383937419206
-4.74,-4.992418457181914
-4.739,-4.99245305713871
-4.7379999999999995,-4.992487737477351
-4.737,-4.992522498386045
-4.736,-4.992557340053444
-4.735,-4.992592262668655
-4.734,-4.992627266421331
-4.733,-4.992662351501721
-4.732,-4.992697518100516
-4.731,-4.992732766408834
-4.73,-4.992768096618225
-4.729,-4.992803508920668
-4.728,-4.992839003508577
-4.727,-4.992874580574801
-4.726,-4.992910240312629
-4.725,-4.992945982915785
-4.724,-4.99298180857844
-4.723,-4.993017717495205
-4.7219999999999995,-4.993053709861136
-4.721,-4.99308978587174
-4.72,-4.993125945722969
-4.719,-4.9931621896112315
-4.718,-4.993198517733385
-4.717,-4.993234930286745
-4.716,-4.993271427469082
-4.715,-4.993308009478631
-4.714,-4.993344676514082
-4.713,-4.993381428774593
-4.712,-4.993418266459786
-4.711,-4.993455189769749
-4.71,-4.993492198905044
-4.709,-4.9935292940666995
-4.708,-4.99356647545622
-4.707,-4.993603743275584
-4.706,-4.9936410977272505
-4.705,-4.993678539014156
-4.704,-4.993716067339718
-4.703,-4.9937536829078395
-4.702,-4.993791385922909
-4.701,-4.9938291765897995
-4.7,-4.9938670551138795
-4.699,-4.993905021701005
-4.698,-4.993943076557527
-4.697,-4.993981219890293
-4.696,-4.994019451906649
-4.695,-4.994057772814439
-4.694,-4.994096182822012
-4.693,-4.994134682138218
-4.692,-4.994173270972416
-4.691,-4.9942119495344715
-4.69,-4.994250718034763
-4.689,-4.994289576684179
-4.688,-4.994328525694122
-4.687,-4.994367565276515
-4.686,-4.9944066956437965
-4.685,-4.994445917008926
-4.684,-4.994485229585388
-4.683,-4.994524633587191
-4.682,-4.99456412922887
-4.681,-4.994603716725489
-4.68,-4.994643396292647
-4.679,-4.994683168146472
-4.678,-4.99472303250363
-4.677,-4.994762989581324
-4.676,-4.994803039597297
-4.675,-4.994843182769836
-4.674,-4.994883419317769
-4.673,-4.9949237494604715
-4.672,-4.994964173417869
-4.671,-4.995004691410435
